name,url,content
DiscRotor,None,No project description available
Autonomous Robotic Manipulation (ARM),http://www.darpa.mil/our_work/dso/programs/autonomous_robotic_manipulation_(arm).aspx,"[<p>The Autonomous Robotic Manipulation (ARM) program seeks to create mobile manipulators with a high degree of autonomy capable of serving multiple military purposes across a wide variety of application domains, including but not limited to counter-IED, countermine, search and rescue, weapons support, checkpoint and access control, explosive ordnance disposal, and combat casualty care (including battlefield extraction and treatment). </p>, <p><p>The Autonomous Robotic Manipulation (ARM) program is creating manipulators with a high degree of autonomy capable of serving multiple military purposes across a wide variety of application domains.  Current robotic manipulation systems save lives and reduce casualties, but are limited when adapting to multiple mission environments and need burdensome human interaction and lengthy time durations for completing tasks.</p>
<p>ARM seeks to enable autonomous manipulation systems to surpass the performance level of remote manipulation systems that are controlled directly by a human operator. The program will attempt to reach this goal by developing software and hardware that enables robots to autonomously grasp and manipulate objects in unstructured environments, with humans providing only high-level direction.  </p>
<p>The ARM program consists of three tracks:  software, hardware and outreach.  The hardware track focuses on design and development of low-cost dexterous multi-fingered hands taking advantage of recent manufacturing advancements.  The software track focuses on developing new algorithms and approaches for grasping and manipulation using local sensors for perception.  The outreach track engages a larger community by placing robotic systems in public museums (presently the National Air and Space Museum) and also encouraging unfunded participants to develop algorithms robot autonomy through the web to a real system.</p>
</p>, <p>The Autonomous Robotic Manipulation (ARM) program is creating manipulators with a high degree of autonomy capable of serving multiple military purposes across a wide variety of application domains.  Current robotic manipulation systems save lives and reduce casualties, but are limited when adapting to multiple mission environments and need burdensome human interaction and lengthy time durations for completing tasks.</p>, <p>ARM seeks to enable autonomous manipulation systems to surpass the performance level of remote manipulation systems that are controlled directly by a human operator. The program will attempt to reach this goal by developing software and hardware that enables robots to autonomously grasp and manipulate objects in unstructured environments, with humans providing only high-level direction.  </p>, <p>The ARM program consists of three tracks:  software, hardware and outreach.  The hardware track focuses on design and development of low-cost dexterous multi-fingered hands taking advantage of recent manufacturing advancements.  The software track focuses on developing new algorithms and approaches for grasping and manipulation using local sensors for perception.  The outreach track engages a larger community by placing robotic systems in public museums (presently the National Air and Space Museum) and also encouraging unfunded participants to develop algorithms robot autonomy through the web to a real system.</p>]"
Wide Area Surveillance - OCO,None,No project description available
COMPACT MID-ULTRAVIOLET TECHNOLOGY,None,No project description available
THERMO-TUNNELING POWER GENERATION,None,No project description available
Quantum-Assisted Sensing and Readout (QuASAR),http://www.darpa.mil/Our_Work/DSO/Programs/Quantum-Assisted_Sensing_and_Readout_(QuASAR).aspx,"[<p>Typically, the performance of measurement devices is limited by deleterious effects such as thermal noise and vibration.  Notable exceptions are atomic clocks, which operate very near their fundamental limits. Driving devices to their physical limits will open new application spaces critical to future DoD systems.  Indeed, many defense-critical applications already require exceptionally precise time and frequency standards enabled only by atomic clocks.  The Global Positioning System (GPS) and the internet are two key examples. </p>, <p><p>Typically, the performance of measurement devices is limited by deleterious effects such as thermal noise and vibration.  Notable exceptions are atomic clocks, which operate very near their fundamental limits. Driving devices to their physical limits will open new application spaces critical to future DoD systems.  Indeed, many defense-critical applications already require exceptionally precise time and frequency standards enabled only by atomic clocks.  The Global Positioning System (GPS) and the internet are two key examples.</p>
<p>Measurement systems based on atomic physics benefit from the exquisite properties of the atom. Among these are (a) precise frequency transitions, (b) the ability to initialize, control, and readout the atomic state and (c) environmental isolation.  In addition, atomic properties are absolute, and do not “drift” over time.  In this sense, atoms are self-calibrated, making them ideal for precision sensing.</p>
<p>The Quantum-Assisted Sensing and Readout (QuASAR) program will build on established control and readout techniques from atomic physics to develop a suite of measurement tools that will be broadly applicable across disciplines, helping to address outstanding challenges in physics, materials and biological sciences.  QuASAR will push toward fundamental operating limits by developing atom and atom-like sensors that operate near the standard quantum limit (SQL), constructing hybrid quantum sensors that combine the optimal sensing and readout capabilities of disparate quantum systems and entangling multiple sensors/devices to operate below the SQL.  These types of devices will find broad application across the DoD, particularly in the areas of biological imaging, inertial navigation and robust global positioning systems.</p>
</p>, <p>Typically, the performance of measurement devices is limited by deleterious effects such as thermal noise and vibration.  Notable exceptions are atomic clocks, which operate very near their fundamental limits. Driving devices to their physical limits will open new application spaces critical to future DoD systems.  Indeed, many defense-critical applications already require exceptionally precise time and frequency standards enabled only by atomic clocks.  The Global Positioning System (GPS) and the internet are two key examples.</p>, <p>Measurement systems based on atomic physics benefit from the exquisite properties of the atom. Among these are (a) precise frequency transitions, (b) the ability to initialize, control, and readout the atomic state and (c) environmental isolation.  In addition, atomic properties are absolute, and do not “drift” over time.  In this sense, atoms are self-calibrated, making them ideal for precision sensing.</p>, <p>The Quantum-Assisted Sensing and Readout (QuASAR) program will build on established control and readout techniques from atomic physics to develop a suite of measurement tools that will be broadly applicable across disciplines, helping to address outstanding challenges in physics, materials and biological sciences.  QuASAR will push toward fundamental operating limits by developing atom and atom-like sensors that operate near the standard quantum limit (SQL), constructing hybrid quantum sensors that combine the optimal sensing and readout capabilities of disparate quantum systems and entangling multiple sensors/devices to operate below the SQL.  These types of devices will find broad application across the DoD, particularly in the areas of biological imaging, inertial navigation and robust global positioning systems.</p>]"
7-Day Biodefense,None,No project description available
TT-06 Studies,http://www.darpa.mil/Our_Work/BTO/Programs/Neuro_Function_Activity_Structure_and_Technology_NeuroFAST.aspx,"[<p>Military personnel control sophisticated systems, 
 experience extraordinary stress, and are subject to injury of the brain. To   
address these challenges, DARPA pursues innovative neurotechnology and advanced  
 understanding of the brain using a multidisciplinary approach that combines  
 data  processing, mathematical modeling, and novel interfaces. The Neuro  
 Function,  Activity, Structure, and Technology (Neuro-FAST) program is part of  
a  broader  portfolio of programs within DARPA that support President Obama’s  
brain  initiative. The program seeks to enable unprecedented visualization and  
 decoding  of brain activity. </p>, <p><p>Military personnel  
 control  sophisticated systems, experience extraordinary stress, and are  
subject  to  injury of the brain. To address these challenges, DARPA pursues  
innovative  neurotechnology and advanced understanding of the brain using a   
multidisciplinary approach that combines data processing, mathematical  
 modeling,  and novel interfaces. The Neuro Function, Activity, Structure, and  
 Technology  (Neuro-FAST) program is part of a broader portfolio of programs  
 within DARPA  that support President Obama’s brain initiative. The program  
seeks  to enable  unprecedented visualization and decoding of brain activity.    
</p>
<p>For  decades, neuroscientists have been limited in their ability to  
 understand the  total brain because they have not had the capability to measure 
  all of the  critical details of neural circuits. Even today, researchers’    
understanding of  the brain remains fragmented due to gaps in knowledge between  
 brain cells,  circuits, and system information processing. Similarly, brain  
 interfaces have  the potential to give researchers deep insight into brain  
 function, and to use  that knowledge to restore human performance of functional 
  tasks after injury,  but current approaches to these devices fall short. They  
 offer no capacity for  selective neuron identification combined with neural  
 activity during behavior  and can only record small numbers of neurons  
(hundreds  or fewer) en masse.   Neuro-FAST aims to address these shortcomings  
by  illuminating new understandings  of how the brain operates.  </p>
<p>Neuro-FAST  builds off of the recently  developed <a href=""/External_Link.aspx?url=http://med.stanford.edu/ism/2013/april/clarity.html"" target=""_blank"" title=""CLARITY process"">CLARITY  process</a>, as well as recent discoveries in genetics, 
 optical  recordings,  and  brain-computer interfaces. By combining all four 
 areas,  Neuro-FAST seeks  to  allow researchers to individually identify 
 specific cell  types, register  the  connections between organizations of 
 neurons, and track  their firing  activity  using optical methods in awake, 
 behaving subjects.  Neuro-FAST  researchers must  overcome the dual challenges 
 of achieving  single-neuron  resolution while  simultaneously being able to 
 analyze activity  from large  numbers of neurons to  acquire detailed modeling 
 of the dynamic wiring  of  neural circuits that cause  behavior. Such models 
 would then be coupled with   brain activity in real-time to  better understand 
 how brain processes work.   Neuro-FAST envisions development of  novel optical 
 methods to enable the   necessary recording.   </p>
<p>The data  generated by 
 this process would be   unlike any previously produced by the  neuroscience 
 community and would feed a   growing body of knowledge about brain  function 
and  form. In addition to   fundamental rodent research already underway,  
Neuro-FAST  will expand the   processes to non-human primate brains and  
whole-organ human  tissue samples from  existing repositories to create a deep  
understanding  across higher-order   mammals.  </p>
<p>If successful, Neuro-FAST 
 will support  pioneering research   into brain function over a wide range of  
spatial and  temporal scales to better   characterize and mitigate threats to 
the  human  brain and facilitate development  of brain-in-the loop systems to  
accelerate  and improve functional behaviors.   </p>
<p>Neuro-FAST and related 
DARPA  neuroscience efforts are informed by  members of an independent Ethical, 
Legal,  and Social Implications (ELSI) panel.  Communications with ELSI 
panelists  supplement the oversight provided by  institutional review boards 
that govern  human clinical studies and animal use.     </p>
</p>, <p>Military personnel  
 control  sophisticated systems, experience extraordinary stress, and are  
subject  to  injury of the brain. To address these challenges, DARPA pursues  
innovative  neurotechnology and advanced understanding of the brain using a   
multidisciplinary approach that combines data processing, mathematical  
 modeling,  and novel interfaces. The Neuro Function, Activity, Structure, and  
 Technology  (Neuro-FAST) program is part of a broader portfolio of programs  
 within DARPA  that support President Obama’s brain initiative. The program  
seeks  to enable  unprecedented visualization and decoding of brain activity.    
</p>, <p>For  decades, neuroscientists have been limited in their ability to  
 understand the  total brain because they have not had the capability to measure 
  all of the  critical details of neural circuits. Even today, researchers’    
understanding of  the brain remains fragmented due to gaps in knowledge between  
 brain cells,  circuits, and system information processing. Similarly, brain  
 interfaces have  the potential to give researchers deep insight into brain  
 function, and to use  that knowledge to restore human performance of functional 
  tasks after injury,  but current approaches to these devices fall short. They  
 offer no capacity for  selective neuron identification combined with neural  
 activity during behavior  and can only record small numbers of neurons  
(hundreds  or fewer) en masse.   Neuro-FAST aims to address these shortcomings  
by  illuminating new understandings  of how the brain operates.  </p>, <p>Neuro-FAST  builds off of the recently  developed <a href=""/External_Link.aspx?url=http://med.stanford.edu/ism/2013/april/clarity.html"" target=""_blank"" title=""CLARITY process"">CLARITY  process</a>, as well as recent discoveries in genetics, 
 optical  recordings,  and  brain-computer interfaces. By combining all four 
 areas,  Neuro-FAST seeks  to  allow researchers to individually identify 
 specific cell  types, register  the  connections between organizations of 
 neurons, and track  their firing  activity  using optical methods in awake, 
 behaving subjects.  Neuro-FAST  researchers must  overcome the dual challenges 
 of achieving  single-neuron  resolution while  simultaneously being able to 
 analyze activity  from large  numbers of neurons to  acquire detailed modeling 
 of the dynamic wiring  of  neural circuits that cause  behavior. Such models 
 would then be coupled with   brain activity in real-time to  better understand 
 how brain processes work.   Neuro-FAST envisions development of  novel optical 
 methods to enable the   necessary recording.   </p>]"
ARGUS-IR,http://www.darpa.mil/Our_Work/I2O/Programs/Autonomous_Real-time_Ground_Ubiquitous_Surveillance_-_Infrared_(ARGUS-IR).aspx,"[<p><span>Current infrared systems either have a narrow field of view, slow frame rates or are low resolution. DARPA's Autonomous Real-Time Ground Ubiquitous Surveillance - Infrared (ARGUS-IR) program will break this paradigm by producing a wide-field-of-view IR imaging system with frame rates and resolution that are compatible with the tracking of dismounted personnel at night. ARGUS-IR will provide at least 130 independently steerable video streams to enable real-time tracking of individual targets throughout the field of view. The ARGUS-IR system will also provide continuous updates of the entire field of view for enhanced situational awareness.</span></p>, <p><span>Current infrared systems either have a narrow field of view, slow frame rates or are low resolution. DARPA's Autonomous Real-Time Ground Ubiquitous Surveillance - Infrared (ARGUS-IR) program will break this paradigm by producing a wide-field-of-view IR imaging system with frame rates and resolution that are compatible with the tracking of dismounted personnel at night. ARGUS-IR will provide at least 130 independently steerable video streams to enable real-time tracking of individual targets throughout the field of view. The ARGUS-IR system will also provide continuous updates of the entire field of view for enhanced situational awareness.</span></p>]"
ARGUS-IS,http://www.darpa.mil/Our_Work/I2O/Programs/Autonomous_Real-time_Ground_Ubiquitous_Surveillance_-_Infrared_(ARGUS-IR).aspx,"[<p><span>Current infrared systems either have a narrow field of view, slow frame rates or are low resolution. DARPA's Autonomous Real-Time Ground Ubiquitous Surveillance - Infrared (ARGUS-IR) program will break this paradigm by producing a wide-field-of-view IR imaging system with frame rates and resolution that are compatible with the tracking of dismounted personnel at night. ARGUS-IR will provide at least 130 independently steerable video streams to enable real-time tracking of individual targets throughout the field of view. The ARGUS-IR system will also provide continuous updates of the entire field of view for enhanced situational awareness.</span></p>, <p><span>Current infrared systems either have a narrow field of view, slow frame rates or are low resolution. DARPA's Autonomous Real-Time Ground Ubiquitous Surveillance - Infrared (ARGUS-IR) program will break this paradigm by producing a wide-field-of-view IR imaging system with frame rates and resolution that are compatible with the tracking of dismounted personnel at night. ARGUS-IR will provide at least 130 independently steerable video streams to enable real-time tracking of individual targets throughout the field of view. The ARGUS-IR system will also provide continuous updates of the entire field of view for enhanced situational awareness.</span></p>]"
(STT-RAM)Spin Torque Transfer-Random Access Memory,None,No project description available
InSPIRE,http://www.darpa.mil/Our_Work/I2O/Programs/ENGAGE.aspx,"[<p>Training, which is conducted in classroom, field, and virtual settings, is a critical element of military readiness.  Large-scale social networks, interactive content, and ubiquitous mobile access are emerging as driving technologies in education and training.  At the same time, education analytics presents new opportunities for assessing the effectiveness of training strategies, understanding trends and effects in large volumes of education data, and relating these back to alternative modes of instruction.    </p>, <p><p>Training, which is conducted in classroom, field, and virtual settings, is a critical element of military readiness. Large-scale social networks, interactive content, and ubiquitous mobile access are emerging as driving technologies in education and training. At the same time, education analytics presents new opportunities for assessing the effectiveness of training strategies, understanding trends and effects in large volumes of education data, and relating these back to alternative modes of instruction.</p>
<p>DARPA created the ENGAGE program to enable the development of education and training systems that are better, faster, continuously optimized, and massively scalable.  ENGAGE is exploring software- and data-intensive education and training methods that harness the power of large user populations to optimize instruction.  Where traditional educational assessments tested effectiveness on small samples (&lt;100), the ENGAGE approach to assessment involves thousands or tens of thousands of students. </p>
<p>To facilitate this approach, ENGAGE has focused initially on interactive technologies for K-12 students, including those served by the <a href=""/External_Link.aspx?url=http://www.dodea.edu/"" target=""_blank"" title=""U.S. Department of Defense Education Activity (DoDEA)"">U.S. Department of Defense Education Activity (DoDEA)</a>, a government-sponsored organization responsible for educating the children of military personnel around the world.  It is anticipated that the same techniques used in the ENGAGE program to optimize educational content and instruction in math and science can be applied to a wide variety of military and civilian training contexts.</p>
<p>To date, ENGAGE has created several interactive learning sites, with new programs debuting every few months for both desktop and mobile devices.  ENGAGE highlights include: </p>
<ul type=""disc"">
<li>Refraction<br/>(<a href=""/External_Link.aspx?url=http://www.centerforgamescience.org/site/games/refraction"" target=""_blank"" title=""http://www.centerforgamescience.org/site/games/refraction"">http://www.centerforgamescience.org/site/games/refraction</a>)</li>
</ul>
<ul type=""disc"">
<li>Treefrog Treasure<br/>(<a href=""/External_Link.aspx?url=http://centerforgamescience.org/portfolio/treefrog-treasure/"" target=""_blank"" title=""http://centerforgamescience.org/portfolio/treefrog-treasure/"">http://centerforgamescience.org/portfolio/treefrog-treasure/</a>) </li>
</ul>
<ul type=""disc"">
<li>Computer Science Student Network<br/>(<a href=""/External_Link.aspx?url=http://www.cs2n.org/"" target=""_blank"" title=""http://www.cs2n.org"">http://www.cs2n.org</a>) </li>
</ul>
<ul>
<li>CS2N Virtual Robot Worlds<br/>(<a href=""/External_Link.aspx?url=http://cs2n.org/activities/robot-virtual-worlds/expedition-atlantis"" target=""_blank"" title=""http://cs2n.org/activities/robot-virtual-worlds/expedition-atlantis"">http://cs2n.org/activities/robot-virtual-worlds/expedition-atlantis</a>) </li>
</ul>
<ul>
<li>Neurostorm<br/>(<a href=""/External_Link.aspx?url=http://www.intific.com/index.php/products/neuroscience/neurostorm"" target=""_blank"" title=""http://www.intific.com/index.php/products/neuroscience/neurostorm"">http://www.intific.com/index.php/products/neuroscience/neurostorm</a>) </li>
</ul>
<ul>
<li>OurSpace<br/>(<a href=""/External_Link.aspx?url=http://www.intific.com/index.php/products/education/our-space"" target=""_blank"" title=""http://www.intific.com/index.php/products/education/our-space"">http://www.intific.com/index.php/products/education/our-space</a>) </li>
</ul>
<ul type=""disc"">
<li>CMU’s ETC Helios<br/>(<a href=""/External_Link.aspx?url=http://www.etc.cmu.edu/projects/impact/?page_id=18"" target=""_blank"" title=""http://www.etc.cmu.edu/projects/impact/?page_id=18"">http://www.etc.cmu.edu/projects/impact/?page_id=18</a>) </li>
</ul>
<ul type=""disc"">
<li>Washington State Algebra Challenge<br/>(<a href=""/External_Link.aspx?url=http://algebrachallenge.org/"" target=""_blank"" title=""http://algebrachallenge.org/"">http://algebrachallenge.org/</a>)</li>
</ul>
</p>, <p>Training, which is conducted in classroom, field, and virtual settings, is a critical element of military readiness. Large-scale social networks, interactive content, and ubiquitous mobile access are emerging as driving technologies in education and training. At the same time, education analytics presents new opportunities for assessing the effectiveness of training strategies, understanding trends and effects in large volumes of education data, and relating these back to alternative modes of instruction.</p>, <p>DARPA created the ENGAGE program to enable the development of education and training systems that are better, faster, continuously optimized, and massively scalable.  ENGAGE is exploring software- and data-intensive education and training methods that harness the power of large user populations to optimize instruction.  Where traditional educational assessments tested effectiveness on small samples (&lt;100), the ENGAGE approach to assessment involves thousands or tens of thousands of students. </p>, <p>To facilitate this approach, ENGAGE has focused initially on interactive technologies for K-12 students, including those served by the <a href=""/External_Link.aspx?url=http://www.dodea.edu/"" target=""_blank"" title=""U.S. Department of Defense Education Activity (DoDEA)"">U.S. Department of Defense Education Activity (DoDEA)</a>, a government-sponsored organization responsible for educating the children of military personnel around the world.  It is anticipated that the same techniques used in the ENGAGE program to optimize educational content and instruction in math and science can be applied to a wide variety of military and civilian training contexts.</p>]"
Sensor Topology for Minimal Planning (SToMP),None,No project description available
Management for Office,http://www.darpa.mil/our_work/mto/personnel/,"[<p><h2><a href=""/Our_Work/MTO/Personnel/Dr__Avram_Bar-Cohen.aspx"">Dr. Avram Bar-Cohen</a></h2><div style=""display:none""><span class=""block"">Program Manager</span><span class=""block"">Microsystems Technology Office</span></div><span class=""block""><a href=""mailto:avram.bar-cohen@darpa.mil"">avram.bar-cohen@darpa.mil</a></span></p>, <p><h2><a href=""/Our_Work/MTO/Personnel/Mr_Kerry_Bernstein.aspx"">Mr. Kerry Bernstein</a></h2><div style=""display:none""><span class=""block"">Program Manager</span><span class=""block"">Microsystems Technology Office (MTO)</span></div><span class=""block""><a href=""mailto:kerry.bernstein@darpa.mil"">kerry.bernstein@darpa.mil</a></span></p>, <p><h2><a href=""/Our_Work/MTO/Personnel/Dr_Josh_Conway.aspx"">Dr. Josh Conway</a></h2><div style=""display:none""><span class=""block"">Program Manager</span><span class=""block"">Microsystems Technology Office</span></div><span class=""block""><a href=""mailto:joshua.conway@darpa.mil"">joshua.conway@darpa.mil</a></span></p>, <p><h2><a href=""/Our_Work/MTO/Personnel/Dr_Joseph_Cross.aspx"">Dr. Joseph Cross</a></h2><div style=""display:none""><span class=""block"">Program Manager</span><span class=""block"">Microsystems Technology Office</span></div><span class=""block""><a href=""mailto:joseph.cross@darpa.mil"">joseph.cross@darpa.mil</a></span></p>, <p><h2><a href=""/Our_Work/MTO/Personnel/Dr_Daniel_Green.aspx"">Dr. Daniel Green</a></h2><div style=""display:none""><span class=""block"">Program Manager</span><span class=""block"">Microsystems Technology Office</span></div><span class=""block""><a href=""mailto:daniel.green@darpa.mil"">daniel.green@darpa.mil</a></span></p>]"
Core Optical Network (CORONET),None,No project description available
Chronicle of Lineage Indicative of Origins (CLIO),http://www.darpa.mil/Our_Work/BTO/Programs/Chronicle_of_Lineage_Indicative_of_Origins_CLIO.aspx,"[<p>Recent innovations in biotechnology have significantly reduced the  
 cost, time, infrastructure and level of training required to manipulate genetic 
  code and alter the behavior of an organism. Numerous defense missions could  
 benefit from the resulting biotechnology capabilities, but prior to developing  
 and fielding these capabilities, the Department of Defense must establish  
robust  and enduring control features. These technologies are required to 
 enable  the  public to reap the rewards of these advances while maintaining 
U.S.  strategic  technological advantage and minimizing the medical and 
environmental  risk in the  case of accidental or intentional misuse. 
</p>, <p><p>Recent  innovations in biotechnology have 
significantly reduced  the cost, time,  infrastructure and level of training 
required to manipulate  genetic code and  alter the behavior of an organism. 
Numerous defense missions  could benefit from  the resulting biotechnology 
capabilities, but prior to  developing and fielding  these capabilities, the 
Department of Defense must  establish robust and enduring  control features. 
These technologies are  required  to enable the public to reap  the rewards of 
these advances while  maintaining  U.S. strategic technological  advantage and 
minimizing the medical  and  environmental risk in the case of  accidental or 
intentional misuse. </p>
<p>The  Chronicle of Lineage Indicative of  Origins 
(CLIO) program aims to use  recent  advances in synthetic biology to  develop 
genomic and proteomic  capabilities  that promote safe, secure biological  
research, protect  intellectual property  and prevent unwanted release of  
microorganisms. To  encourage user adoption and  ensure the maintenance of CLIO  
systems, control  and security capabilities will  be designed to have little or 
no  impact on the  fitness of host organisms.</p>
<p>The CLIO program includes 
three  tracks of  research and development to  support these goals: </p>
<ol>
<li>The Gene  Guards  track seeks to develop  technologies to ensure the 
safe handling of  pathogenic  organisms and prevent  the adverse manipulation of 
these pathogens  (i.e.,  addition of virulence  factors, immune modulators or 
antibiotic-resistant   genes). </li>
<li>The  Attribution track seeks to develop 
technologies that   protect intellectual  property in the microbial genome and 
that can be analyzed   to authenticate  ownership and true origin. </li>
<li>The 
Memory track seeks to   develop  persistent encoding systems that document and 
record the chronology,   nature of  manipulation and environmental conditions in 
an organism’s   genome.</li>
</ol>
<p>If successful, CLIO will establish 
enduring control   elements that protect  against intentionally harmful genetic 
engineering,  prevent  illegal acquisition  or misuse of proprietary strains, 
provide novel  forensic  tools to assist in the  investigation of biological 
incidents and  allow  responsible investigators to  document compliance with 
safe biological   manipulation practices. The program  will advance the field of 
synthetic biology  with new insight into the design  and behavior of biological 
systems.</p>
</p>, <p>Recent  innovations in biotechnology have 
significantly reduced  the cost, time,  infrastructure and level of training 
required to manipulate  genetic code and  alter the behavior of an organism. 
Numerous defense missions  could benefit from  the resulting biotechnology 
capabilities, but prior to  developing and fielding  these capabilities, the 
Department of Defense must  establish robust and enduring  control features. 
These technologies are  required  to enable the public to reap  the rewards of 
these advances while  maintaining  U.S. strategic technological  advantage and 
minimizing the medical  and  environmental risk in the case of  accidental or 
intentional misuse. </p>, <p>The  Chronicle of Lineage Indicative of  Origins 
(CLIO) program aims to use  recent  advances in synthetic biology to  develop 
genomic and proteomic  capabilities  that promote safe, secure biological  
research, protect  intellectual property  and prevent unwanted release of  
microorganisms. To  encourage user adoption and  ensure the maintenance of CLIO  
systems, control  and security capabilities will  be designed to have little or 
no  impact on the  fitness of host organisms.</p>, <p>The CLIO program includes 
three  tracks of  research and development to  support these goals: </p>]"
FANG,http://www.darpa.mil/our_work/tto/programs/adaptive_vehicle_make__(avm).aspx,"[<p>Adaptive Vehicle Make (AVM) is a portfolio of programs that address revolutionary approaches to the design, verification and manufacturing of complex defense systems and vehicles. The portfolio consists of three primary programs: META, Instant Foundry Adaptive through Bits (iFAB) and Fast Adaptable Next-Generation Ground Vehicle (FANG). </p>, <p><p>Adaptive Vehicle Make (AVM) is a portfolio of programs that address revolutionary approaches to the design, verification and manufacturing of complex defense systems and vehicles. The portfolio consists of three primary programs: META, Instant Foundry Adaptive through Bits (iFAB) and Fast Adaptable Next-Generation Ground Vehicle (FANG). </p>
<p>Following the announcement of a winner of the first FANG Challenge in April 2013, the winning design was built and tested. The test data has verified the new design paradigm, and as a result, DARPA is pursuing an opportunity for an early transition of the program to industry in 2014.</p>
</p>, <p>Adaptive Vehicle Make (AVM) is a portfolio of programs that address revolutionary approaches to the design, verification and manufacturing of complex defense systems and vehicles. The portfolio consists of three primary programs: META, Instant Foundry Adaptive through Bits (iFAB) and Fast Adaptable Next-Generation Ground Vehicle (FANG). </p>, <p>Following the announcement of a winner of the first FANG Challenge in April 2013, the winning design was built and tested. The test data has verified the new design paradigm, and as a result, DARPA is pursuing an opportunity for an early transition of the program to industry in 2014.</p>]"
Analog-to-Information (A-to-I),http://www.darpa.mil/Our_Work/MTO/Programs/Analog-to-Information_(A-TO-I)_Look_Through.aspx,"[<p>Analog-to-Information (A-to-I) Look Through program will develop ultra-wideband digital radio frequency receivers based on A-to-I converter technology. </p>, <p>The A-to-I Look-Through Program will fundamentally improve the operational bandwidth, linearity, and efficiency of electronic systems where the objective is to receive and transmit information using electromagnetic (radio) waves under extreme size/weight/power and environmental conditions required for DoD applications. This will be achieved by developing new electronic processing subsystems methods and architectures based on new understandings of mathematical principles and embedded signal processing. This program will develop ultra-wideband digital RF receivers based on A-to-I converter (AIC) technology. AICs will loosen the traditionally rigid tradeoff of frequency coverage against dynamic range in digital receiver applications using a family of novel mathematical algorithms and representations known as compressive sampling.  Compared to conventional RF receivers based on a mixture of RF down converters and conventional analog-to-digital converters (ADCs) or the emerging generation direct digital receivers also based on ADCs, AIC-based designs will increase receiver dynamic range and frequency band of regard while reducing power consumption and size.  AIC designs will be efficient, reducing or eliminating the need for post-sensing digital compression, reducing data glut and minimizing bandwidth for transmission downlinks and/or data storage. RF receiver system prototypes suitable for a variety of challenging DoD application areas will be developed and demonstrated in a brass board form factor under realistic RF environments. Likewise, simultaneously achieving high operational bandwidth, linearity, and efficiency of high power transmitter amplifiers has remained a significant technical challenge. These limitations of current art power amplifier technology have resulted in well documented instances of electronic fratricide.  The A-to-I Look-Thru program will overcome these limitations by converting digital signals directly to high power RF analog signals, thus eliminating the traditional high power amplifiers that are limited by the tradeoffs between bandwidth, output power, efficiency and linearity.</p>]"
Nimbus,http://www.darpa.mil/Our_Work/DSO/Programs/Nimbus.aspx,"[<p>Nimbus is a fundamental science program focused on obtaining a comprehensive understanding of the lightning process, its associated emissions (such as x-rays), and its ionospheric components to better protect troops, ordnance, and other military assets.</p>, <p><p>Lightning can cause delays in operations, disrupt communications, destroy assets, and generally pose a deadly threat to military personnel.  While lightning has been studied intermittently for decades, critical questions remain about how and why lighting initiates, how it spreads, and how it attaches to objects.  Also unclear is how lightning generates its ionospheric components such as elves, sprites, and gigantic blue jets, or how it ties into the global charging circuit.</p>
<p>Nimbus is a fundamental science program focused on obtaining a comprehensive understanding of the lightning process, its associated emissions (such as x-rays), and its ionospheric components to better protect troops, ordnance, and other military assets.</p>
<p>This program will yield insights into other high-voltage, high-current electromagnetic phenomena.</p>
</p>, <p>Lightning can cause delays in operations, disrupt communications, destroy assets, and generally pose a deadly threat to military personnel.  While lightning has been studied intermittently for decades, critical questions remain about how and why lighting initiates, how it spreads, and how it attaches to objects.  Also unclear is how lightning generates its ionospheric components such as elves, sprites, and gigantic blue jets, or how it ties into the global charging circuit.</p>, <p>Nimbus is a fundamental science program focused on obtaining a comprehensive understanding of the lightning process, its associated emissions (such as x-rays), and its ionospheric components to better protect troops, ordnance, and other military assets.</p>, <p>This program will yield insights into other high-voltage, high-current electromagnetic phenomena.</p>]"
Precision Electronic Warfare (PREW),None,No project description available
